id,sr,cobo,fecha,mes,anio,ing_telmex,ing_cisco,problema,diagnostico,responsable,codigo_cierre,subtipo,detalle_subtipo,tecnologia,observacion,clli
930,626428801,MA130604777,Jun 24 2013 21:59:25,Jun,2013,Ma. de la Luz Hernandez Arreguin,Oscar Sandoval,559 servicios HSI afectados.,"Se revisa el equipo y se encuentra en el servicio del lado del agregador de segundo nivel que recibimos trafico pero no enviamos, revisando el lado del distribuidor se encuentra que estamos mandando tráfico, pero no recibimos, se pide escalacion con UNINET, en donde se encuentra que el servicio fue borrado en el router de ellos, se configura y se restablecen los servicios.",Telmex,Terceros,Terceros,UNINET,CE,"",CDMNXTCMO05-AGR11-38
931,626454673,MA130504066,Jun 26 2013 15:58:53,Jun,2013,Ma. de la Luz Hernandez Arreguin,Oscar Sandoval,Equipo de Acceso sin Gestión,"Se revisa el equipo agregador y no se encuentran problemas, incluso se observa tráfico en el servicio de gestión. Se realizan pruebas donde se migró el puerto que conecta al equipo de acceso. Se escaló con UNINET y se verificó la conectividad en donde siempre se tuvo el mismo comportamiento. Personal de Alcatel realiza cambio de su tarjeta controladora y se acuerda que es problema de este proveedor.",Telmex,Terceros,Terceros,Alcatel,CE,"",SMOTXMOXO01-AGR25-38
933,626456621,MA130605172,Jun 26 2013 17:58:24,Jun,2013,Roberto Romero,Carlos Ceron,Se reporta el clúster CE_FRNMCO_001CNTE fuera de gestión.,"Se realizan pings a los equipos del clúster Monclova - Frontera desde ANA Gateway, se encuentran inalcanzables, se realiza un traceroute y se observa que se pierde la comunicación en un elemento de RCDT. Se integra a RCDT y confirman un problema en uno de sus equipos, lo cual provoca la afectación a la gestión del clúster.",Telmex,Terceros,Terceros,RCDT,CE,"",MCLVXDMCO09-DIST1-09
935,626475247,MA130502013,Jun 27 2013 22:22:21,Jun,2013,Roberto Romero,Carlos Ceron,Se reporta un equipo ADVA (RNC) en CTL-APODACA fuera de gestión.,"Se revisa la configuración de gestión de la VLAN 70 en el nodo distribuidor de CTL-REVOLUCION, no se encuentran problemas, se valida la parte de transporte desde el distribuidor hasta la RNC, la RNC se conecta a un equipo CIENA, después a un anillo Cisco y llega al distribuidor de Revolución. Se conecta otro equipo ADVA al equipo CIENA y se construye un nuevo circuito en todo el transporte, el equipo tiene el mismo comportamiento al de Apodaca. Se desconfiguran los neighbors de los agregadores en la VLAN 70 desde los distribuidores, con esto la gestión del equipo ADVA se restablece, se reconfigura nuevamente uno a uno los agregadores hasta normalizar la configuración y la gestión del equipo ADVA de Apodaca se mantuvo sin problemas.",Telmex,Terceros,Terceros,Op. y Mantto.,CE,"",MNTRXLREO0T-DIST2-09
937,626298005,MA130502151,Jun 12 2013 22:23:05,Jul,2013,Adrian Hernandez,Carlos Hernandez,"El cliente reportó intermitencia de gestión en equipos de acceso, estos equipos están conectados a dos agregadores Cisco.","Se detecta un loop entre el puerto gi 0/15 y Gi 0/16 del AGR 12,  el loop se encontró en el radio de microonda de transporte de telmex, se realizaron los cambios por parte del l cliente y se eliminó el loop.",Telmex,Terceros,Terceros,Otros,CE,"",CMLLTACOO07-AGR12-38
3670,638239069,5050814,Feb 28 2016 12:23:00,Feb,2016,Javier Solís ,Marvic González,Apoyo en pruebas servicio F10-1102-0027.,Correcta configuración del servicio F10-1102-0027 en equipos Cisco. Se apoya en pruebas.,Telmex,Terceros,Alcatel,"",Optica,"",CDMXDFCTA0A
952,626666477,MA130702891,Jul 16 2013 18:57:39,Jul,2013,Ma. de la Luz Hernandez Arreguin,Fernando Ramos,Se reporta lentitud en servicio GPON.,La vlan que que se reportó con lentitud es la 1377 conectada al equipo Agregador 9 de Tuxtla Gutiérrez en los puertos Gi 3/5 y 3/6 formando el port-channel 1. La interfaz Gi3/6 presenta errores de entrada y se solicita limpieza sobre la fibra. Al final Uninet encontró saturación sobre su equipo Tuxtla 17 y se cambió el servicio GPON  hacia Tuxtla 23. CNS valido su correcto funcionamiento.,Telmex,Terceros,Terceros,Uninet,CE,"",TXGRXPTGO16-AGR9-06
955,626713403,MA130504066,Jul 19 2013 21:25:52,Jul,2013,Julieta Cortes Carmona,Fernando Ramos,El cliente reporto equipo de acceso sin gestión.,El equipo  San Mateo 8 está conectado en la interfaz Gi0/6. Se verificaron las estadísticas  en la parte de la vlan de gestión. Se observó que en la tabla de direcciones mac  no se recibe ninguna mac sobre la interfaz gi0/6 desde el equipo de acceso. El equipo San Mateo 7 con gestión sobre la misma vlan 4002 está conectado en la interfaz Gi0/4. Se decide intercambiar los equipos pasando San Mateo 8 al puerto Gi0/4 y San Mateo 7 al Gi0/6. Pero el equipo San Mateo 8 continua fuera de gestión descartando así un daño en el puerto y módulo óptico. Se integra a gente de soporte de acceso para resolver el problema.,Telmex,Terceros,Terceros,Alcatel,CE,"",SMOTXMOXO01-AGR25-38
959,626771179,"",Jul 25 2013 10:36:35,Jul,2013,Adrian Hernandez,Carlos Ceron,Se reporta un servicio G30 afectado en el nodo agregador de segundo nivel de Zapotlanejo,"Se revisa el estado del servicio afectado (VLAN 266) conectado al puerto g0/14, el servicio se encuentra arriba pero no se observa tráfico de entrada del equipo ADVA, se involucra a personal de soporte de ADVA y confirman un problema en su equipo.",Telmex,Terceros,Terceros,ADVA,CE,"",ZPNJJAZPO01-AGR16-38
960,626783145,MA130704645,Jul 26 2013 03:55:03,Jul,2013,Juan Manuel Moreno Vargas,Carlos Cerón,Se reportan 126 usuarios afectados en el nodo agregador de segundo nivel de Comalcalco.,"Se revisa el servicio 1442 conectado al puerto g0/20, se observa sin ningún problema, el cliente solicita migrar el servicio al puerto g0/23, se migra pero se observa el mismo comportamiento, se informa que el servicio se restablece, se reporta un problema en el equipo de acceso.",Telmex,Terceros,Terceros,Alcatel,CE,"",CMLLTACOO07-AGR12-38
962,626792021,MA130704859,Jul 26 2013 18:54:26,Jul,2013,Adrian Hernandez,Fernando Ramos,Se reporta intermitencia en la intefaz Tengiga 8/1.,Se verificaron los niveles  ópticos de la interfaz  en el Distribuidor de Plaza y se encontró un bajo nivel de potencia a la recepción. Se solicitó hacer limpieza sobre la fibra óptica para recobrar los niveles óptimos.,Telmex,Terceros,Terceros,Fibra interna,CE,"",MERDYUPLO1F-DIST1-09
999,627061315,MA130803352,Aug 20 2013 20:25:11,Aug,2013,JORGE AGUILAR,Carlos Ceron,Se reportan alarmas en la tarjeta del slot 3 del nodo agregador de Toluca.,"Se revisa el estado del equipo, la tarjeta del slot 3 del nodo agregador se encuentra en estado PwrDown debido a que cruzo el umbral alto de temperatura de uno de sus sensores, la tarjeta no tenía servicios configurados. Personal en sitio confirma que tienen problemas de temperatura en la central telefónica",Telmex,Terceros,Terceros,Clima,CE,"",TOLCXMTOO0E-AGR3-06
965,626796431,SISA 3510590,Jul 27 2013 17:05:41,Jul,2013,Adrian Hernandez,Fernando Ramos,Se reporto afectado un servicio L2CoS.,"Se inyecto tráfico desde el equipo de acceso (ADVA) conectado al Distribuidor (CTLNXMCUO0W-DIST1-09) donde se verifica que no se recibe tráfico en el nodo Agregador (ECTPXMVDO08-AGR7-06), posteriormente se inyecto trafico desde el Agregador hacia el Distribuidor y el trafico fluyo por todo el trasnporte de carrier en ese sentido. Finalmente se creo un loop físico en el puerto del Distribuidor y asi el tráfico inyectado desde el Agregador era devuelto comprobando que el buen etiquedao sobre la vlan, se reinicio el equipo ADVA y se corrio la prueba satisfactoriamente en ambos sentidos por lo que se concluyo que era una falla de terceros.",Telmex,Terceros,Terceros,ADVA,CE,"",CTLNXMCUO0W-DIST1-09
967,626583735,"",Jul 09 2013 15:19:55,Aug,2013,JOSE ANTONIO FREYRE LOPEZ,Rodrigo Espinosa,El cliente reporto problemas con un servicio L2CoS C04-1306-0005,"Despues de realizar algunas capturas, se determino que el problema se encuentra en la configuracion de un equipo Tellabs, dicho equipo envia un Pbit diferente (Pbit 0) al esperado por el equipo ALU (Pbit 1)",Telmex,Terceros,Terceros,Otros,CE,El equipo de terceros fue Tellabs,TMPCXTTNO02-AGR6-06
968,626637021,MA130701960,Jul 14 2013 02:26:00,Aug,2013,Juan Manuel Moreno Vargas,Emmanuel Rodriguez,Lentitud en el servicio HSI_de la vlan 1404,"Se valida trayectoria de CE. Telmex nos pide migrar el puerto donde se encuentran el servicio debido a que sospecha de problemas en el BRAS.  Se migra el puerto Gi1/8 del DIST2 al Gi7/5  del DIST1, resolviendo el problema de lentitud. Telmex nos pide mantener el puerto migrado mientras revisan sus otros equipos. Telmex nos informa que encontraron problemas de saturacion en el BRAS.",Telmex,Terceros,Terceros,Uninet,CE,"",MERDYUYAO0Y-DIST2-09
969,626637025,MA130702372,Jul 14 2013 02:27:46,Aug,2013,Juan Manuel Moreno Vargas,Alejandro Frausto,Lentitud en los servicios HSI_de las vlan 1336 y 1338,"Se valida trayectoria de CE. Telmex nos pide migrar el puerto donde se encuentran los servicios debido a que sospecha de problemas en el BRAS.  Se migra el puerto Gi1/4 del DIST2 al Gi7/3  del DIST1, si embargo continua habiando lentitud en los sevicios. Se descartan problemas en la trayectoria de CE. Telmex nos informa que encontraron problemas de saturacion en el BRAS.",Telmex,Terceros,Terceros,Uninet,CE,"",MERDYUYAO10-DIST2-09
972,626681361,MA130702813,Jul 17 2013 18:16:21,Aug,2013,JOSE ANTONIO FREYRE LOPEZ,Rodrigo Espinosa,"Se reporta equipo de acceso conectado a un ME3800 con problemas de gestion sobre la vlan 61, puerto 0/3","No se encontraron problemas en el equipo de Carrier Ethernet.
Telmex planeó reiniciar el equipo de acceso Ericsson INDEPENDENCIA-5 en una ventana de mantenimiento para recuperar la gestión.",Telmex,Terceros,Terceros,Otros,CE,El equipo de terceros fue Ericsson,AGSCXAIIO01-AGR15-38
973,626714423,MA130703370,Jul 20 2013 01:22:47,Aug,2013,JORGE AGUILAR,Juan Escamilla,Los equipo de acceso conectados a los puertos gi0/10 y gi0/12 no tenían gestión por parte de la vlan 4002.,"Se revisaron las 2 interfaces y en ninguna había tráfico de entada ni de salida en la vlan 4002, tampoco estaban estaban aprendiendo las direcciones mac de los equoipos de acceso en ambos puertos en la vlan 4002, por lo que se intentaron agregar manualmente pero sin éxito, finalmente se ralizo una prueba en la que se le asigno una ip a la interfaz vlan 4002 para intentar hacer ping desde los equipos de acceso, la cual no tuvo exito por lo que se concluye que el problema es de terceros.",Telmex,Terceros,Terceros,Alcatel,CE,"",CZMLQOCOO0F-AGR12-38
975,626796173,"",Jul 27 2013 14:55:18,Aug,2013,Ricardo Cuevas Velasco,Fernando,El cliente reporta alarma de Alta utilizacion de CPU en el gestor ANA 3.7.1.,"Se valida que el equipo 7606 sufrió una alta utilización del CPU, pero cuando fue revisado, el estatus ya había cambiado.
La recomendación entregada, es mantener el monitoreo de este dispositivo por un tiempo. Comprobamos que el sistema de ANA envió la información correctamente.",Telmex,Terceros,Terceros,Otros,CE,El proveedor de terceros es el mismo equipo Cisco.,DURNDUZAO09-AGR4-06
977,626829707,MA130604968,Jul 29 2013 22:29:26,Aug,2013,Adrian Hernandez,Jorge,Se reporta Power Supply 1 apagada,"El cliente reporta Power Supply apagada, se ha realizado varios intentos de reset sin lograr que opere, se remueve la fuente se desconecta la aminetacion, se conecta la alimentacion y se vuelve a insertar la fuente de este modo la fuente enciende. Esta actividad se realizo sin el soporte de un inegniero de cisco.",Telmex,Terceros,Terceros,Fuerza,CE,"",AGSCXAAGO0E-AGR1-06
979,626870509,MA130800234,Aug 02 2013 17:38:09,Aug,2013,JOSE ANTONIO FREYRE LOPEZ,Carlos Ceron,Se reporta una afectacion de 1832 usuarios en el nodo agregador de Ixtapaluca.,"Se revisa el estado del equipo Agregador, la tarjeta del slot 2 se encuentra en estado de PwrDown, la tarjeta se apagó debido a problemas de temperatura en la sala. Se enciende la tarjeta del slot 2, con esto los servicios se restablecen y la tarjeta no presenta ningún problema.",Telmex,Terceros,Terceros,Clima,CE,"",IXPLXMIXO02-AGR4-06
981,626872947,MA130800261,Aug 02 2013 20:51:42,Aug,2013,JORGE AGUILAR,Emmanuel,El cliente reporta problemas con los servicios conectados en el nodo HDLNOAHUO0G-AGR12-38 ,"Del lado de la red de CE Cisco, se identifico que la Interfaz Gi 0/24 del nodo HDLNOAHUO0G-AGR12-38 hacia el nodo OAXCOABEO1F-AGR6-06 esta saturada al 99% debido al numero de servicios configurados; sin embargo mas tarde CNS confirmo que el problema se encontro en un equipo NEC que se encuentra entre el ISAM y el equipo de Cisco ME3800. ",Telmex,Terceros,Terceros,NEC,CE,Se recomienda incrementar el ancho de banda en el puerto gi 0/24 de el nodo agregador HDLNOAHUO0G-AGR12-38 ya que se observa saturacion,HDLNOAHUO0G-AGR12-38
985,626924375,MA130801159,Aug 07 2013 23:50:47,Aug,2013,JORGE AGUILAR,Jorge Guardado,Soporte Telmex reporta Interface Ten 1/21 atenuada,Se diagnostico que era necesario realizar limpieza en la fibra correspondiente al puerto ten1/21,Telmex,Terceros,Terceros,Fibra interna,CE,"",MNTRXLMIO0M-AGR4-06
989,626953369,MA130801676,Aug 10 2013 16:48:03,Aug,2013,Ma. de la Luz Hernandez Arreguin,Emmanuel,13 servicios HSI afectados,"Se revisa el equipo TOLCXMNEO0Q-AGR1-06 y no se encuentra ningún problema. Se solicita acceso al equipo TOLCXMTOO0C-DIST2-09. Uninet reinicia el puerto del BRAS donde coinciden los servicios reportados y se reestablecen los servicios, no se encuentra ningún problema en el Dist2.",Telmex,Terceros,Terceros,Uninet,CE,"",TOLCXMNEO0Q-AGR1-06
992,627002303,MA130802398,Aug 14 2013 23:55:30,Aug,2013,Adrian Hernandez,Oscar Sandoval,"3,756 servicios afectados en el nodo Distribuidor de Victoria","Se revisa el nodo Distribuidor de Victoria (CDVCXTCVO05-DIST2-09) y se detecta que en el puerto Giga 1/2 que conecta al equipo de UNINET (BRAS) estamos transmitiendo información pero no estamos recibiendo tráfico, se solicita que se revise la fibra óptica y se realizan algunas pruebas para descartar falla en el equipo CISCO, se encuentra una fibra dañada que conecta al equipo de UNINET (BRAS)",Telmex,Terceros,Terceros,Fibra interna,CE,"",CDVCXTCVO05-DIST2-09
1231,629017917,SISA 3795134,Feb 01 2014 21:10:25,Feb,2014,Alberto Carcamo,Juan Escamilla,Se reportan 6G30s con intermitencia en el servicio.,Se presentan alarmas entre nodos de  equipo de transporte.  Proveedor de transporte óptico reemplaza tarjeta y se restauran los servicios.,Telmex,Terceros,Terceros,Cisco Optica,CE,"",SGIXXNSIO0F-AGR5-06
1000,627051289,MA130803249,Aug 20 2013 08:47:10,Aug,2013,JOSE ANTONIO FREYRE LOPEZ,Juan Escamilla,"Se reportan dos enlaces  atenuados en el nodo agregador NCGZXLBLO01-AGR1-06, los enlaces uplink hacia los dos Distribuidores.","Se realizó la limpieza de la fibra  óptica en el puerto Tengiga 1/11 del nodo Agregador NCGZXLBLO01-AGR1-06 y el  puerto Tengiga 4/1 del nodo distribuidor MNTRXLREO0U-DIST1-09, también se limpió el enlace entre los puertos 3/11 del nodo NCGZXLBLO01-AGR1-06 y el puerto Tengiga 4/1 del nodo distribuidor GDLPXLSFO0A-DIST2-09, con esto se corrige el problema de atenuación.",Telmex,Terceros,Terceros,Fibra interna,CE,"",NCGZXLBLO01-AGR1-06
1003,627109307,SISA3546810,Aug 24 2013 12:09:37,Aug,2013,JOSE ANTONIO FREYRE LOPEZ,Fernando Ramos,El cliente reporto  perdida de paquetes durante una prueba de PING sobre la prioridad 5.,"Se revisó la topología donde se conectan los sitios de Apodaca y Linares encontrándose en medio múltiples equipos WDM. Se involucra a gente de soporte de transporte CIENA para la revisión del anillo donde confirman errores sobre su tarjeta. Además ADVA tuvo que reconfigurar su política de Calidad de Servicio, después de que se  hizo esto las pruebas fueron exitosas.",Telmex,Terceros,Terceros,ADVA,CE,"",LNRSXLLIO06-AGR14-38
1005,627159069,MA130804613,Aug 28 2013 23:53:16,Aug,2013,JORGE AGUILAR,Juan Escamilla,Se reporta un enlace atenuado en el puerto tengiga 3/11 del nodo agregador de San Gregorio Atlapulco.,"Se revisa el enlace del puerto tengiga 3/11, se encuentra atenuado, se solicita la limpieza de la fibra. Despues de realizar la limpieza el enlace entra en los parametros normales de operacion.",Telmex,Terceros,Terceros,Fibra interna,CE,"",CDMXDFSGO00-AGR2-06
1012,627028491,MA130802416,Aug 17 2013 02:15:58,Sep,2013,Adrian Hernandez,Oscar Sandoval,Se reportan servicios con lentitud en el nodo distribuidor de Mayo,"Se revisa el nodo Distribuidor 2 de Mayo donde se reportan los servicios con lentitud, se detecta que hay perdida de paquetes entre en equipo Distribuidor 2 y el equipo de UNINET, entre las pruebas realizadas se configura una dirección IP en el Distribuidor desde donde no hay perdidas a los equipos de acceso, se solicita ventana de mantenimiento para migrar el puerto como prueba, mientras que UNINET levanta reporte con proveedor Juniper para revisar su equipo, la ventana de mantenimiento no se lleva a cabo ya que UNINET encuentra falla en su puerto, UNINET migra de su lado y se eliminan las perdidas.",Telmex,Terceros,Terceros,Uninet,CE,"",MNTRXLMAO1K-DIST2-09
1014,627077467,MA130803526,Aug 21 2013 20:37:55,Sep,2013,Alberto Carcamo,Carlos Ceron,Se reporta una afectación de 2381 usuarios HIS en el nodo agregador Los Ebanos.,"Se revisa el estado del equipo, los puertos giga 0/13 al giga 0/16 presentan oscilaciones, los servicios reportados se encuentran en estos puertos. Personal en sitio confirma que tienen un problema en el suministro de energía donde se encuentran los equipos de acceso.",Telmex,Terceros,Terceros,Fuerza,CE,"",APDCXLLEO00-AGR17-38
1015,627085401,"SISA 3551541, 3551542, 3551543, 3551544, 3551545",Aug 22 2013 12:47:02,Sep,2013,JOSE ANTONIO FREYRE LOPEZ,Emmanuel,Servicios en la tarjeta de línea 4 afectados,"Se reportan los servicios G30 de la tarjeta del slot 4 del  agregador de Satélite afectados, se realizan pruebas ECPA en los equipos ADVA, no se encuentra ningún problema en la red CE y se determina que el problema está en los equipos de Telcel",Telmex,Terceros,Terceros,Telcel,CE,"",NCPNXMSTO05-AGR6-06
1016,627093995,MA130701624,Aug 22 2013 21:53:13,Sep,2013,Adrian Hernandez,Rodrigo Espinoza,El cliente reporta 96 servicios afectados en el nodo agregador de Nueva Rosita,"Soporte de acceso revisa sus equipos y comentan que ven módulos alarmados, aplicaron un reset físico a sus equipos y con esto se restauran los servicios.",Telmex,Terceros,Terceros,Alcatel,CE,"",NVRSXDROO03-AGR15-38
1021,627244095,MA130900893,Sep 05 2013 20:13:54,Sep,2013,Victoria Dorantes,Juan Escamilla,Se reporta la  interfaz ten3/11 del nodo agregador de Coacalco con atenuación.,"Se revisa la potencia óptica en el puerto ten3/11 del nodo agregador, se encuentra atenuado (-29dB), se solicita personal en sitio para realizar la limpieza en el enlace, después de esto el enlace queda en los umbrales correctos de trabajo.",Telmex,Terceros,Terceros,Fibra interna,CE,"",ECTPXMOAO01-AGR1-06
1024,627258133,MA130900709,Sep 06 2013 19:27:52,Sep,2013,Victoria Dorantes,Juan Escamilla,Se reportó perdida de paquetes en el servicio de la vlan 1339 del puerto Gi 3/4 del nodo NVLRXTHPO03-AGR3-06,"Se verifico la configuración del servicio dentro del clúster y no se encontraron errores, se identificó que en la central Hipódromo en el que se encuentra el nodo Agregador había un traspaso con el tipo de fibra incorrecta la cual se cambió y el problema quedo solucionado.",Telmex,Terceros,Terceros,Fibra interna,CE,"",NVLRXTHPO03-AGR3-06
1028,627343983,MA130901651,Sep 09 2013 20:59:45,Sep,2013,Carlos Iglesias,Jorge Guardado,Se reportan alarmas en tarjetas de línea del agregador de Arboledas.,"Se revisa el estado del equipo, los logs indican umbrales de temperatura altos en las tarjetas, se solicita a personal en sitio realicen una limpieza al nodo, después de realizar la limpieza la temperatura del equipo baja y se mantiene estable.",Telmex,Terceros,Terceros,Op. y Mantto.,CE,"",MTMRXTARO02-AGR1-06
1031,627391895,MA130902317,Sep 12 2013 22:10:17,Sep,2013,Victoria Dorantes,Jorge Guardado,Se reporta la interfaz ten 4/3 del nodo distribuidor de Tlaquepaque con errores.,"Se revisa la interfaz tengiga 4/3 del nodo distribuidor, presenta errores a la entrada, se solicita personal en sitio para realizar una limpieza de la fibra, después de la limpieza la interfaz no presenta errores.",Telmex,Terceros,Terceros,Fibra interna,CE,"",TQPQJATLO0X-DIST2-09
1034,627405583,MA130902500,Sep 13 2013 20:03:23,Sep,2013,Nephta-ly Ortega Chavez,Fernando Ramos,PROACTIVO. Se reporta sesión telnet intermitente en el equipo Distribuidor 2.,"Se corrieron comandos en TCP se detectó saturación en el  medio, lo que origina que los paquetes no lleguen al servidor  y se reinicie la sesión. ",Telmex,Terceros,Terceros,RCDT,CE,"",CDMXDFNXO4L-DIST2-09
1224,628892393,SISA 3779136,Jan 22 2014 01:34:00,Feb,2014,Carlos Iglesias,Juan Escamilla,Se reporta afectación del servicio G30 configurado en el puerto Gi 2/3 de la central Escritores.,Se identificó que en el puerto Gi 1/17 del  Dis2 de la central Fuentes no había tráfico de entrada únicamente en la vlan afectada (200) por lo que se diagnosticó problema de terceros (ADVA).,Telmex,Terceros,Terceros,ADVA,CE,"",ZPPNJAESO06-AGR2-06
1035,627462137,"",Sep 19 2013 02:13:53,Sep,2013,Carlos Iglesias,Oscar Sandoval,Se reporta errores en las pruebas de un servicio L2COS sobre el nodo agregador de central  Malinche.,"Se configura un filtro para validar el valor del P-bit que entra y sale en  la trayectoria de los equipos de Carrier Ethernet,  se detecta que el equipo de acceso modificaba el P-bit, soporte de acceso reconfigura su equipo para eliminar la condición.",Telmex,Terceros,Terceros,Alcatel,CE,"",CDMXDFMLO07-AGR5-06
1036,627467291,MA130903419,Sep 19 2013 13:20:58,Sep,2013,SANDRA ALVAREZ,Juan Escamilla,PROACTIVO. Se reporta la  interfaz ten4/2 del nodo agregador de Estrella con atenuación.,"Se realizó la limpieza de la fibra óptica en todos los traspasos de la central Estrella, dejando la atenuación en -10.2.",Telmex,Terceros,Terceros,Fibra interna,CE,"",CDMXDFESO3E-DIST2-09
1039,627486775,MA130903685,Sep 20 2013 17:55:27,Sep,2013,SANDRA ALVAREZ,Juan Escamilla,PROACTIVO. Se reporta la  interfaz ten4/1 del nodo agregador de Vallejo con atenuación.,"Se realizó la limpieza de la fibra óptica en todos los traspasos de la central Vallejo, dejando la atenuación en -9.9.",Telmex,Terceros,Terceros,Fibra interna,CE,"",CDMXDFVLO3E-DIST2-09
1041,627492721,MA130903900,Sep 21 2013 19:54:41,Sep,2013,Victoria Dorantes,Fernando Ramos,Se presentan alarmas en linecard del slot 3 en nodo agregador de central Anahuac   ,"Problema de temperatura causado por  suciedad en el chasis, lo que provoco el  daño a la memoria DRAM debido al reinicio de la tarjeta. Se realizó reemplazo de la parte afectada y limpieza en las rendijas del chasis para permitir el flujo de aire correctamente.",Telmex,Terceros,Terceros,Op. y Mantto.,CE,"",NCGZXLANO0R-AGR1-06
1043,627543391, MA130904760,Sep 26 2013 00:13:21,Sep,2013,Nephta-ly Ortega Chavez,Rodrigo Espinoza,PROACTIVO. Se reporta la  interfaz ten2/3 del nodo agregador de Miltepec con atenuación.,Jumper dañado provocaba atenuación en la interfaz. Se realizó el reemplazo del mismo y la potencia óptica regreso a la normalidad.,Telmex,Terceros,Terceros,Fibra interna,CE,"",TOLCXMMIO06-AGR3-06
1045,627553373,MA130904873,Sep 26 2013 16:08:42,Sep,2013,Agustin Maldonado Pujana,Jorge Guardado,PROACTIVO. Se reporta la  interfaz ten4/1 del nodo agregador de Vallejo con atenuación.,"Se realizó la limpieza de la fibra óptica en todos los traspasos de la central Vallejo, dejando la atenuación en -19.3.",Telmex,Terceros,Terceros,Fibra interna,CE,"",CDMXDFVLO3I-DIST2-09
1046,627553773,MA130401705,Sep 26 2013 16:29:38,Sep,2013,Judith Ithzel Martinez Alvarado,Jorge Guardado,La fuente de poder no encendía aun cuando se realizó un reinicio físico. ,Braker dañado. Reemplazo   ,Telmex,Terceros,Terceros,Fuerza,CE,"",MNTRXLREO16-AGR9-06
1051,626971307,MA130802050,Aug 12 2013 23:47:40,Oct,2013,David Morales Barajas,Oscar Sandoval,"Nodo alarmado en el gestor ANA, Telmex solicita la revision del mismo para confirmar la problematica.","Se revisa el nodo agregador y se detecta que la alarma que se muestra en el gestor ANA es debido a que el equipo se ve a sí mismo a través del protocolo de CDP, esto causado por los equipos de acceso, se solicita que se revisa los equipos de acceso en lo cual es difícil verificar esta parte, por lo que se nos solicita el cierre del caso y deshabilitar cdp de los puertos para eliminar la condición de alarma inicial.",Telmex,Terceros,Terceros,HUAWEI,CE,"",DURNDUZAO09-AGR4-06
1054,627261319,SISA3576641,Sep 07 2013 07:58:51,Oct,2013,Judith Ithzel Martinez Alvarado,Carlos Ceron,Se reportan problemas al correr una prueba en un servicio nuevo en el nodo distribuidor de Estrella.,"Se revisa el servicio en el nodo distribuidor, el servicio sale por el puerto g1/8 (vlan 4001) el puerto muestra una gran cantidad de errores a la entrada, se pide al personal del centro de mantenimiento realicen una limpieza en la fibra, después de realizar la limpieza se corre nuevamente la prueba y pasa de manera exitosa.",Telmex,Terceros,Terceros,Fibra interna,CE,"",CDMXDFESO39-DIST2-09
1067,627647211, MA130905690,Oct 04 2013 16:05:19,Oct,2013,SANDRA ALVAREZ,Jorge Guardado,El cliente reporta 10 equipos de Acceso sin Gestion conectados en el nodo Distribuidor TXGRXPBOO0H-DIST1-09,"Se reviso la configuracion el cluster de CE Cisco sin encontrar ningun problema en la VPLS, Mario Avila de Soporte Gestion reinicio la sesion del sistema de Gestion de los equipos de Acceso y con esto recupero dicha Gestion.",Telmex,Terceros,Terceros,Op. y Mantto.,CE,"",TXGRXPBOO0H-DIST1-09
1110,628102657,MA131101586,Nov 13 2013 08:48:08,Nov,2013,Judith Ithzel Martinez Alvarado,Jorge Guardado,Baja potencia en la interface gigabit 1/6,Se determinó que el problema se encontraba en los equipos de Huawei,Telmex,Terceros,Terceros,HUAWEI,CE,"",SLTLXDATO06-DIST2-09
1068,627652485,MA131000275,Oct 05 2013 02:06:22,Oct,2013,Victoria Dorantes,Carlos Ceron,Se reporta navegación lenta en el puerto gi2/1 VLAN1300  del nodo agregador de la Silla,"Los servicios reportados con navegación lenta pertenecen a la VLAN 1300, puerto g2/1 del nodo agregador de La Silla, se revisa la trayectoria completa del servicio dentro del clúster de Carrier Ethernet, no se encuentra ningún problema, Uninet realizo una revisión de los perfiles de los usuarios y el problema quedo en revisión por parte de ellos.",Telmex,Terceros,Terceros,Uninet,CE,"",GDLPXLLAO04-AGR3-06
1071,627734973,MA130902013 ,Oct 11 2013 22:18:16,Oct,2013,Roberto Romero,Rodrigo Espinosa,Se reporta perdida de gestión en el equipo de acceso conectado al puerto Gi 0/8 en el nodo agregador de Telchac Puerto,"Se revisa la configuración y el estado del equipo y no se encuentra ningún error, se realizaron pruebas de ping entre el Distribuidor y el agregador resultando exitosos, se restaura la gestión del equipo de acceso sin realizar cambios en la red de Carrier.",Telmex,Terceros,Terceros,Alcatel,CE,"",TLPRYUPTO03-AGR15-38
1075,627756653,"SISA 3642535, 3642534, 3642533",Oct 15 2013 06:12:39,Oct,2013,Ma. de la Luz Hernandez Arreguin,Carlos Ceron,Se reporta una afectación de 90G30 en el nodo distribuidor de Bandera.,"Se revisó el equipo y  se encontró que las interfaces  2/1 y 2/2 estaban  down (not connected). Telcel confirma que durante una intervención en sus equipos se apagaron por error. Al encender sus equipos, las interfaces del distribuidor se encienden y los servicios G30 se recuperan.",Telmex,Terceros,Terceros,Otros,CE,"",GUADJABAO07-DIST1-09
